,org_pin,dst_pin,po_del,len,wid,dep,vol_wt,act_wt,obj_cost,service,period,price,gstPer,basePrice,gst,charge_wt,min_price,eddDays,org_state,org_lat,org_long,org_hasMetroCity,org_isSpecialDest,org_po_del,dst_state,dst_lat,dst_long,dst_hasMetroCity,dst_isSpecialDest,dst_po_del
0,600032,686503,1,22.86,15.24,7.62,530,1273,20581,STD EXP-A,4 - 5 Day/s,240,18,240,37,1273,240,5,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,9.6051655,76.671168,0,0,True
1,362225,686503,1,22.0,11.5,7.5,380,428,18639,STD EXP-A,6 - 7 Day/s,190,18,190,29,428,190,7,GUJARAT,21.148343,70.14098849999999,0,0,True,KERALA,9.6051655,76.671168,0,0,True
2,600032,620002,0,17.7,10.1,10.1,361,187,19663,STD EXP-A,2 - 3 Day/s,100,18,100,15,362,100,3,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
3,110037,620002,0,34.0,33.0,35.0,7854,4697,12818,GROUND EXPRESS,5 - 6 Day/s,1125,18,1125,172,8268,1125,6,DELHI,28.54,77.1155277,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
4,110037,620002,0,34.0,33.0,35.0,7854,4370,5715,GROUND EXPRESS,5 - 6 Day/s,1125,18,1125,172,8268,1125,6,DELHI,28.54,77.1155277,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
5,110043,620002,0,27.7,20.9,22.5,2605,1882,8726,PREMIUM,2 Day/s,1605,18,1605,245,2606,1605,2,DELHI,28.60412,76.979822,1,0,False,TAMILNADU,10.8263333,78.69592,1,0,False
6,600032,770046,1,30.0,30.0,10.0,1800,1216,7547,PREMIUM,5 Day/s,1115,18,1115,170,1800,1115,5,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,22.403882,84.859261,0,0,True
7,600032,140417,1,41.7,35.9,36.9,11048,9905,15856,GROUND EXPRESS,6 - 7 Day/s,1500,18,1500,229,11630,1500,7,TAMILNADU,13.03594445,80.20866665,1,0,False,PUNJAB,30.4366111,76.6833333,0,0,True
8,600032,641025,0,22.0,11.5,7.5,380,750,17991,STD EXP-A,2 - 3 Day/s,150,18,150,23,750,150,3,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,11.03766455,76.92874845,1,0,False
9,600032,734203,0,22.0,11.5,7.5,380,196,9588,PREMIUM,4 Day/s,380,18,380,58,380,380,4,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,26.95717955,88.26508749999999,1,0,False
10,480441,734203,1,33.7,32.2,18.0,3900,4527,22624,PREMIUM,5 Day/s,2585,18,2585,394,4527,2585,5,MADHYAPRADESH,22.200581,78.812779,0,0,True,WESTBENGAL,26.95717955,88.26508749999999,1,0,False
11,600032,763008,1,34.0,33.0,35.0,7854,5602,3230,GROUND EXPRESS,6 - 7 Day/s,1125,18,1125,172,8268,1125,7,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,18.76272165,82.9278316,0,0,True
12,600032,695029,1,22.0,11.5,7.5,380,465,12242,STD EXP-A,3 - 4 Day/s,120,18,120,18,465,120,4,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,8.5,76.92,0,0,True
13,110002,695029,1,34.0,33.0,35.0,7854,5009,18351,GROUND EXPRESS,5 - 6 Day/s,1125,18,1125,172,8268,1125,6,DELHI,28.63391665,77.24191665000001,1,0,False,KERALA,8.5,76.92,0,0,True
14,110002,695029,1,34.0,33.0,35.0,7854,6948,19410,GROUND EXPRESS,5 - 6 Day/s,1125,18,1125,172,8268,1125,6,DELHI,28.63391665,77.24191665000001,1,0,False,KERALA,8.5,76.92,0,0,True
15,600032,276127,1,55.0,45.0,41.0,20295,16093,4809,GROUND EXPRESS,9 - 10 Day/s,2750,18,2750,419,21364,2750,10,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
16,452016,276127,1,21.0,10.1,15.5,657,1019,6101,STD EXP-A,7 - 8 Day/s,460,18,460,70,1019,460,8,MADHYAPRADESH,22.7223889,76.030487,0,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
17,629164,276127,1,33.0,25.0,35.0,5775,2881,16807,AIR CARGO,7 - 8 Day/s,1200,18,1200,183,5775,1200,8,TAMILNADU,8.294611100000001,77.30379165,1,0,True,UTTARPRADESH,21.6097,69.1269,0,0,True
18,560026,276127,0,22.86,15.24,7.62,530,1225,17203,STD EXP-A,6 - 7 Day/s,460,18,460,70,1225,460,7,KARNATAKA,12.949414,77.5363315,1,0,False,UTTARPRADESH,21.6097,69.1269,0,0,True
19,326023,276127,1,10.16,10.16,3.81,70,509,20290,STD EXP-A,7 - 8 Day/s,180,18,180,27,509,180,8,RAJASTHAN,24.504777,76.1715833,0,0,True,UTTARPRADESH,21.6097,69.1269,0,0,True
20,600032,382110,1,41.7,35.9,36.9,11048,15475,21630,GROUND EXPRESS,5 - 6 Day/s,2000,18,2000,305,15475,2000,6,TAMILNADU,13.03594445,80.20866665,1,0,False,GUJARAT,22.92,72.24,0,0,True
21,522001,382110,1,22.0,11.5,7.5,380,478,14368,STD EXP-A,5 - 6 Day/s,190,18,190,29,478,190,6,ANDHRAPRADESH,16.4860556,80.7355833,0,0,False,GUJARAT,22.92,72.24,0,0,True
22,600032,209305,1,48.1,40.4,38.9,15118,11932,1718,GROUND EXPRESS,8 - 9 Day/s,2000,18,2000,305,15915,2000,9,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,26.83895,79.53646,0,0,True
23,400091,209305,1,68.58,33.02,35.56,16105,13249,12579,GROUND EXPRESS,9 - 10 Day/s,2125,18,2125,324,16953,2125,10,MAHARASHTRA,19.2318889,72.8404444,1,0,True,UTTARPRADESH,26.83895,79.53646,0,0,True
24,614612,209305,1,22.86,15.24,7.62,530,1191,9086,STD EXP-A,6 - 7 Day/s,460,18,460,70,1191,460,7,TAMILNADU,79.21,10.21,1,0,True,UTTARPRADESH,26.83895,79.53646,0,0,True
25,600032,782402,1,21.0,10.1,15.5,657,207,19617,STD EXP-A,4 - 5 Day/s,435,18,435,66,658,435,5,TAMILNADU,13.03594445,80.20866665,1,0,False,ASSAM,26.0723,91.5813,0,1,True
26,600032,125076,1,21.7,11.5,6.6,329,621,13966,STD EXP-A,5 - 6 Day/s,325,18,325,50,621,325,6,TAMILNADU,13.03594445,80.20866665,1,0,False,HARYANA,29.5235833,74.8406388,0,0,True
27,600032,673308,1,41.7,35.9,36.9,11048,7736,20514,AIR CARGO,3 - 4 Day/s,1440,18,1440,220,11049,1440,4,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,11.66,75.58,0,0,True
28,600032,673308,1,41.7,35.9,36.9,11048,10637,13503,AIR CARGO,3 - 4 Day/s,1440,18,1440,220,11049,1440,4,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,11.66,75.58,0,0,True
29,760009,673308,1,10.16,10.16,3.81,70,138,23637,STD EXP-A,5 - 6 Day/s,145,18,145,22,138,145,6,ODISHA,19.3144213,84.7754792,0,0,True,KERALA,11.66,75.58,0,0,True
30,600032,670705,1,21.0,10.1,15.5,657,701,21502,STD EXP-A,3 - 4 Day/s,180,18,180,27,701,180,4,TAMILNADU,13.03594445,80.20866665,1,0,False,KERALA,12.055,75.655,0,0,True
31,600032,243203,1,21.7,11.5,6.6,329,561,3176,STD EXP-A,6 - 7 Day/s,325,18,325,50,561,325,7,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,28.578898,79.548788,0,0,True
32,713321,243203,0,48.1,40.4,38.9,15118,10180,6244,GROUND EXPRESS,8 - 9 Day/s,2000,18,2000,305,15915,2000,9,WESTBENGAL,23.580118,87.1992195,1,0,False,UTTARPRADESH,28.578898,79.548788,0,0,True
33,682313,243203,1,55.0,45.0,41.0,20295,17316,23450,GROUND EXPRESS,10 - 11 Day/s,2552,19,2552,407,21364,2552,11,KERALA,9.8680408,76.4371711,0,0,True,UTTARPRADESH,28.578898,79.548788,0,0,True
34,600032,752082,1,10.16,10.16,3.81,70,412,21073,PREMIUM,8 Day/s,305,18,305,47,412,305,8,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,20.0812537,84.9236817,0,0,True
35,600032,461001,0,21.7,11.5,6.6,329,97,11384,STD EXP-A,5 - 6 Day/s,190,18,190,29,330,190,6,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,22.7525206,77.795709,0,0,False
36,793001,461001,0,33.7,32.2,18.0,3900,1262,16757,STD EXP-A,5 - 6 Day/s,1055,18,1055,161,3907,1055,6,MEGHALAYA,25.576308335,91.889030555,0,1,False,MADHYAPRADESH,22.7525206,77.795709,0,0,False
37,600032,500008,0,17.7,10.1,10.1,361,957,2277,STD EXP-A,2 - 3 Day/s,180,18,180,27,957,180,3,TAMILNADU,13.03594445,80.20866665,1,0,False,TELANGANA,17.63905556,78.6665,1,0,False
38,690539,500008,0,30.0,30.0,10.0,1800,1013,8852,GROUND EXPRESS,3 - 4 Day/s,243,19,243,39,1895,243,4,KERALA,9.051852,76.332077,0,0,True,TELANGANA,17.63905556,78.6665,1,0,False
39,229316,500008,0,22.86,15.24,7.62,530,236,9752,STD EXP-A,4 - 5 Day/s,285,18,285,43,531,285,5,UTTARPRADESH,29.43925,80.90902779999999,0,0,True,TELANGANA,17.63905556,78.6665,1,0,False
40,176215,500008,0,22.0,11.5,7.5,380,372,12938,STD EXP-A,3 - 4 Day/s,170,18,170,26,380,170,4,HIMACHALPRADESH,32.2147222,76.3214444,0,0,False,TELANGANA,17.63905556,78.6665,1,0,False
41,517319,500008,1,33.7,32.2,18.0,3900,3680,13839,PREMIUM,2 Day/s,1215,18,1215,185,3907,1215,2,ANDHRAPRADESH,13.11928,78.7631,0,0,True,TELANGANA,17.63905556,78.6665,1,0,False
42,600032,721632,1,15.16,15.16,7.0,321,697,2563,STD EXP-A,7 - 8 Day/s,325,18,325,50,697,325,8,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,23.1444,87.898,1,0,True
43,600032,209870,1,27.7,20.9,22.5,2605,1416,23252,PREMIUM,7 Day/s,1605,18,1605,245,2606,1605,7,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,26.7867825,80.495652,0,0,True
44,600032,721659,1,48.1,40.4,38.9,15118,9252,10685,GROUND EXPRESS,8 - 9 Day/s,2000,18,2000,305,15915,2000,9,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,22.0894444,88.0291,1,0,True
45,600032,480106,1,22.0,11.5,7.5,380,34,23488,STD EXP-A,8 - 9 Day/s,190,18,190,29,380,190,9,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,21.652616,78.83065500000001,0,0,True
46,248179,480106,1,33.0,25.0,35.0,5775,4029,6002,AIR CARGO,7 - 8 Day/s,1200,18,1200,183,5775,1200,8,UTTARAKHAND,30.4568056,78.0741,0,0,False,MADHYAPRADESH,21.652616,78.83065500000001,0,0,True
47,600032,768005,1,48.1,40.4,38.9,15118,20541,22293,GROUND EXPRESS,4 - 5 Day/s,2625,18,2625,400,20541,2625,5,TAMILNADU,13.03594445,80.20866665,1,0,False,ODISHA,21.4304154,84.0259546,0,0,True
48,502324,768005,1,17.7,10.1,10.1,361,604,23639,STD EXP-A,3 - 4 Day/s,325,18,325,50,604,325,4,TELANGANA,17.5189167,78.2776667,1,0,True,ODISHA,21.4304154,84.0259546,0,0,True
49,600032,641035,1,33.0,25.0,35.0,5775,2495,14730,PREMIUM,3 Day/s,1155,18,1155,176,5775,1155,3,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,11.07529,76.997219,1,0,True
50,171001,641035,1,55.0,45.0,41.0,20295,13474,24360,GROUND EXPRESS,6 - 7 Day/s,2750,18,2750,419,21364,2750,7,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.07529,76.997219,1,0,True
51,600032,226026,0,33.7,32.2,10.0,2170,826,9330,PREMIUM,2 Day/s,1360,18,1360,207,2171,1360,2,TAMILNADU,13.03594445,80.20866665,1,0,False,UTTARPRADESH,26.89776,80.9827164,0,0,False
52,600032,638506,1,22.86,15.24,7.62,530,598,8518,STD EXP-A,4 - 5 Day/s,150,18,150,23,598,150,5,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,11.507282,77.3729485,1,0,True
53,713124,638506,1,22.0,11.5,7.5,380,1067,21477,STD EXP-A,6 - 7 Day/s,460,18,460,70,1067,460,7,WESTBENGAL,23.17,87.96,1,0,True,TAMILNADU,11.507282,77.3729485,1,0,True
54,600032,466001,0,55.0,45.0,41.0,20295,8251,20484,GROUND EXPRESS,6 - 7 Day/s,2750,18,2750,419,21364,2750,7,TAMILNADU,13.03594445,80.20866665,1,0,False,MADHYAPRADESH,23.204451,77.075664,0,0,False
55,683542,466001,0,22.86,15.24,7.62,530,757,6882,STD EXP-A,5 - 6 Day/s,329,19,329,53,757,329,6,KERALA,10.1154167,76.4764722,0,0,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
56,517644,466001,0,33.7,32.2,18.0,3900,2479,15333,STD EXP-A,5 - 6 Day/s,1055,18,1055,161,3907,1055,6,ANDHRAPRADESH,13.75601385,79.7067409,0,0,False,MADHYAPRADESH,23.204451,77.075664,0,0,False
57,783381,466001,1,68.58,33.02,35.56,16105,14260,5724,GROUND EXPRESS,10 - 11 Day/s,2125,18,2125,324,16953,2125,11,ASSAM,26.48083035,90.5081878,0,1,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
58,783381,466001,1,68.58,33.02,35.56,16105,13746,18591,GROUND EXPRESS,10 - 11 Day/s,2125,18,2125,324,16953,2125,11,ASSAM,26.48083035,90.5081878,0,1,True,MADHYAPRADESH,23.204451,77.075664,0,0,False
59,600032,629170,1,33.7,32.2,18.0,3900,5302,6119,PREMIUM,5 Day/s,1070,18,1070,163,5302,1070,5,TAMILNADU,13.03594445,80.20866665,1,0,False,TAMILNADU,8.3744028,77.15808335,1,0,True
60,600032,733215,1,34.0,33.0,35.0,7854,3644,5219,GROUND EXPRESS,7 - 8 Day/s,1125,18,1125,172,8268,1125,8,TAMILNADU,13.03594445,80.20866665,1,0,False,WESTBENGAL,25.22,88.77,1,0,True
61,600032,180013,1,55.0,45.0,41.0,20295,10075,24139,GROUND EXPRESS,5 - 6 Day/s,3740,18,3740,571,21364,3740,6,TAMILNADU,13.03594445,80.20866665,1,0,False,JAMMUANDKASHMIR,32.772311,74.839821,0,1,True
62,171001,394325,1,17.7,10.1,10.1,361,118,14986,STD EXP-A,5 - 6 Day/s,190,18,190,29,362,190,6,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,GUJARAT,21.1927,72.97395,0,0,True
63,508111,394325,1,17.7,10.1,10.1,361,385,20676,STD EXP-A,5 - 6 Day/s,190,18,190,29,385,190,6,TELANGANA,17.48119665,79.16309580000001,1,0,True,GUJARAT,21.1927,72.97395,0,0,True
64,171001,305630,1,34.0,33.0,6.0,1347,1157,3357,STD EXP-A,6 - 7 Day/s,240,18,240,37,1347,240,7,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,RAJASTHAN,26.09,74.61,0,0,True
65,571201,305630,1,27.7,20.9,22.5,2605,1195,19575,PREMIUM,7 Day/s,1605,18,1605,245,2606,1605,7,KARNATAKA,12.4223611,75.730522,1,0,False,RAJASTHAN,26.09,74.61,0,0,True
66,571201,305630,1,27.7,20.9,22.5,2605,2364,18668,PREMIUM,7 Day/s,1605,18,1605,245,2606,1605,7,KARNATAKA,12.4223611,75.730522,1,0,False,RAJASTHAN,26.09,74.61,0,0,True
67,442201,305630,1,22.0,11.5,7.5,380,304,22062,STD EXP-A,6 - 7 Day/s,190,18,190,29,380,190,7,MAHARASHTRA,20.9487,78.22508099999999,1,0,True,RAJASTHAN,26.09,74.61,0,0,True
68,400603,305630,0,15.16,15.16,7.0,321,133,2866,STD EXP-A,5 - 6 Day/s,190,18,190,29,322,190,6,MAHARASHTRA,19.183125,72.97615275000001,1,0,False,RAJASTHAN,26.09,74.61,0,0,True
69,171001,396321,1,22.86,15.24,7.62,530,1140,15159,STD EXP-A,5 - 6 Day/s,460,18,460,70,1140,460,6,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,GUJARAT,20.77,72.96,0,0,True
70,534003,396321,0,34.0,33.0,35.0,7854,5633,5021,GROUND EXPRESS,7 - 8 Day/s,1125,18,1125,172,8268,1125,8,ANDHRAPRADESH,16.733400000000003,81.06431945,0,0,False,GUJARAT,20.77,72.96,0,0,True
71,171001,678556,1,17.7,10.1,10.1,361,885,12124,STD EXP-A,5 - 6 Day/s,325,18,325,50,885,325,6,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,76.8344,13.1652,0,0,True
72,171001,678556,1,17.7,10.1,10.1,361,985,22854,STD EXP-A,5 - 6 Day/s,325,18,325,50,985,325,6,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,76.8344,13.1652,0,0,True
73,193404,678556,1,33.7,32.2,18.0,3900,1608,20393,STD EXP-A,6 - 7 Day/s,1055,18,1055,161,3907,1055,7,JAMMUANDKASHMIR,34.08385,74.502146,0,1,False,KERALA,76.8344,13.1652,0,0,True
74,171001,683548,1,34.0,33.0,35.0,7854,7187,13569,GROUND EXPRESS,9 - 10 Day/s,1125,18,1125,172,8268,1125,10,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
75,171001,683548,1,34.0,33.0,35.0,7854,2577,14736,GROUND EXPRESS,9 - 10 Day/s,1125,18,1125,172,8268,1125,10,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
76,335512,683548,1,33.7,32.2,10.0,2170,1953,23001,PREMIUM,6 Day/s,1360,18,1360,207,2171,1360,6,RAJASTHAN,29.636531,74.297166,0,0,False,KERALA,10.1154167,76.4764722,0,0,True
77,171001,680513,1,30.0,30.0,10.0,1800,2223,4802,PREMIUM,5 Day/s,1360,18,1360,207,2223,1360,5,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,10.51279,76.076883,0,0,True
78,145001,680513,1,33.7,32.2,18.0,3900,1019,13838,STD EXP-A,6 - 7 Day/s,1055,18,1055,161,3907,1055,7,PUNJAB,32.285,75.695,0,0,False,KERALA,10.51279,76.076883,0,0,True
79,203412,680513,1,33.0,25.0,35.0,5775,5540,2380,AIR CARGO,4 - 5 Day/s,1200,18,1200,183,5775,1200,5,UTTARPRADESH,28.6168381,78.03051395,0,0,True,KERALA,10.51279,76.076883,0,0,True
80,171001,635810,1,55.0,45.0,41.0,20295,18942,18123,GROUND EXPRESS,7 - 8 Day/s,2750,18,2750,419,21364,2750,8,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,12.944974,78.725423,1,0,True
81,522409,635810,1,10.16,10.16,3.81,70,287,16963,STD EXP-A,4 - 5 Day/s,120,18,120,18,287,120,5,ANDHRAPRADESH,16.6784,80.12295835,0,0,True,TAMILNADU,12.944974,78.725423,1,0,True
82,171001,562110,1,22.86,15.24,7.62,530,702,3406,STD EXP-A,4 - 5 Day/s,325,18,325,50,702,325,5,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KARNATAKA,13.23,77.66,1,0,True
83,689656,562110,1,36.7,30.0,28.9,6363,2296,21176,PREMIUM,3 Day/s,1865,19,1865,298,6364,1865,3,KERALA,9.22,76.79,0,0,True,KARNATAKA,13.23,77.66,1,0,True
84,171001,713321,0,34.0,33.0,35.0,7854,3774,13505,GROUND EXPRESS,7 - 8 Day/s,1125,18,1125,172,8268,1125,8,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,WESTBENGAL,23.580118,87.1992195,1,0,False
85,403509,713321,0,68.58,33.02,35.56,16105,10471,8437,GROUND EXPRESS,8 - 9 Day/s,2125,18,2125,324,16953,2125,9,GOA,44.436736100000005,44.7987361,0,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
86,403509,713321,0,68.58,33.02,35.56,16105,13646,11136,GROUND EXPRESS,8 - 9 Day/s,2125,18,2125,324,16953,2125,9,GOA,44.436736100000005,44.7987361,0,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
87,209725,713321,0,21.7,11.5,6.6,329,680,4785,STD EXP-A,5 - 6 Day/s,325,18,325,50,680,325,6,UTTARPRADESH,27.05647225,79.917875,0,0,False,WESTBENGAL,23.580118,87.1992195,1,0,False
88,501510,713321,0,55.0,45.0,41.0,20295,18280,22848,GROUND EXPRESS,6 - 7 days,2750,18,2750,419,21364,2750,7,TELANGANA,17.2278056,78.5873611,1,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
89,243203,713321,0,48.1,40.4,38.9,15118,10180,6244,GROUND EXPRESS,7 - 8 Day/s,2000,18,2000,305,15915,2000,8,UTTARPRADESH,28.578898,79.548788,0,0,True,WESTBENGAL,23.580118,87.1992195,1,0,False
90,171001,641602,0,21.0,10.1,15.5,657,922,4833,STD EXP-A,4 - 5 Day/s,325,18,325,50,922,325,5,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.112516,77.3408,1,0,False
91,571201,641602,0,48.1,40.4,38.9,15118,12659,10971,GROUND EXPRESS,3 - 4 Day/s,1280,18,1280,195,15915,1280,4,KARNATAKA,12.4223611,75.730522,1,0,False,TAMILNADU,11.112516,77.3408,1,0,False
92,226017,641602,0,21.7,11.5,6.6,329,1150,8441,STD EXP-A,3 - 4 Day/s,460,18,460,70,1150,460,4,UTTARPRADESH,26.85817005,80.8460142,0,0,False,TAMILNADU,11.112516,77.3408,1,0,False
93,171001,342307,1,30.0,30.0,10.0,1800,1150,13101,GROUND EXPRESS,6 - 7 Day/s,240,18,240,37,1895,240,7,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,RAJASTHAN,27.42695,72.1637,0,0,True
94,171001,121105,1,33.0,25.0,35.0,5775,3391,1572,PREMIUM,3 Day/s,1735,18,1735,265,5775,1735,3,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,HARYANA,28.0106915,77.31708255000001,0,0,True
95,793001,121105,1,10.16,10.16,3.81,70,330,12236,STD EXP-A,5 - 6 Day/s,190,18,190,29,330,190,6,MEGHALAYA,25.576308335,91.889030555,0,1,False,HARYANA,28.0106915,77.31708255000001,0,0,True
96,563160,121105,1,33.7,32.2,10.0,2170,2339,8162,PREMIUM,4 Day/s,1360,18,1360,207,2339,1360,4,KARNATAKA,13.0034948,77.9424531,1,0,True,HARYANA,28.0106915,77.31708255000001,0,0,True
97,563160,121105,1,33.7,32.2,10.0,2170,1840,23631,PREMIUM,4 Day/s,1360,18,1360,207,2171,1360,4,KARNATAKA,13.0034948,77.9424531,1,0,True,HARYANA,28.0106915,77.31708255000001,0,0,True
98,816101,121105,1,34.0,33.0,35.0,7854,2480,13118,GROUND EXPRESS,7 - 8 Day/s,1125,18,1125,172,8268,1125,8,JHARKHAND,24.894,87.79259,0,0,True,HARYANA,28.0106915,77.31708255000001,0,0,True
99,171001,574201,0,15.16,15.16,7.0,321,974,16314,STD EXP-A,4 - 5 Day/s,325,18,325,50,974,325,5,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
100,609003,574201,0,55.0,45.0,41.0,20295,21113,8222,GROUND EXPRESS,5 - 6 Day/s,1760,18,1760,268,21364,1760,6,TAMILNADU,11.0971389,79.62605555,1,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
101,679329,574201,0,33.7,32.2,18.0,3900,1152,4974,PREMIUM,3 Day/s,1215,19,1215,194,3907,1215,3,KERALA,11.286975,76.214596,0,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
102,679329,574201,0,33.7,32.2,18.0,3900,3628,8832,PREMIUM,3 Day/s,1215,19,1215,194,3907,1215,3,KERALA,11.286975,76.214596,0,0,False,KARNATAKA,12.7584668,75.2000556,1,0,False
103,570007,574201,1,22.0,11.5,7.5,380,494,19566,STD EXP-A,4 - 5 Day/s,100,18,100,15,494,100,5,KARNATAKA,12.32969444,76.66525,1,0,True,KARNATAKA,12.7584668,75.2000556,1,0,False
104,570007,574201,1,22.0,11.5,7.5,380,62,21821,STD EXP-A,4 - 5 Day/s,100,18,100,15,380,100,5,KARNATAKA,12.32969444,76.66525,1,0,True,KARNATAKA,12.7584668,75.2000556,1,0,False
105,171001,641019,1,33.0,25.0,35.0,5775,6430,11864,AIR CARGO,4 - 5 Day/s,1400,18,1400,214,6430,1400,5,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,TAMILNADU,11.17874,76.9603959,1,0,True
106,176001,641019,1,17.7,10.1,10.1,361,765,8033,STD EXP-A,4 - 5 Day/s,325,18,325,50,765,325,5,HIMACHALPRADESH,32.108559,76.2742778,0,0,True,TAMILNADU,11.17874,76.9603959,1,0,True
107,274301,641019,1,15.16,15.16,7.0,321,268,18547,STD EXP-A,4 - 5 Day/s,190,18,190,29,322,190,5,UTTARPRADESH,26.73,83.29,0,0,True,TAMILNADU,11.17874,76.9603959,1,0,True
108,171001,678671,1,55.0,45.0,41.0,20295,8210,22472,GROUND EXPRESS,6 - 7 Day/s,2750,18,2750,419,21364,2750,7,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,KERALA,43.6507355,46.117859,0,0,True
109,628216,678671,1,17.7,10.1,10.1,361,316,2233,STD EXP-A,6 - 7 Day/s,120,18,120,18,362,120,7,TAMILNADU,8.5199722,78.1161389,1,0,True,KERALA,43.6507355,46.117859,0,0,True
110,171001,472442,1,30.0,30.0,10.0,1800,2071,14897,GROUND EXPRESS,7 - 8 Day/s,240,18,240,37,2071,240,8,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,MADHYAPRADESH,24.5271,78.8269,0,0,True
111,713333,472442,1,33.7,32.2,18.0,3900,3692,9918,STD EXP-A,6 - 7 Day/s,1055,18,1055,161,3907,1055,7,WESTBENGAL,23.692297,86.829565,1,0,True,MADHYAPRADESH,24.5271,78.8269,0,0,True
112,171001,160005,1,17.7,10.1,10.1,361,651,21245,STD EXP-A,2 - 3 Day/s,180,18,180,27,651,180,3,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,CHANDIGARH,30.9666111,76.3715277,0,0,True
113,171001,242001,0,33.0,25.0,35.0,5775,1210,21438,PREMIUM,3 Day/s,1735,18,1735,265,5775,1735,3,HIMACHALPRADESH,31.102875,77.17298335000001,0,0,False,UTTARPRADESH,27.8837,79.9122,0,0,False
114,635802,242001,0,55.0,45.0,41.0,20295,17594,18081,GROUND EXPRESS,6 - 7 Day/s,2750,18,2750,419,21364,2750,7,TAMILNADU,12.7858245,78.7185915,1,0,False,UTTARPRADESH,27.8837,79.9122,0,0,False
115,382130,242001,0,21.0,10.1,15.5,657,1,4187,STD EXP-A,5 - 6 Day/s,325,18,325,50,658,325,6,GUJARAT,23.29,72.02,0,0,True,UTTARPRADESH,27.8837,79.9122,0,0,False
116,382130,242001,0,21.0,10.1,15.5,657,2,10417,STD EXP-A,5 - 6 Day/s,325,18,325,50,658,325,6,GUJARAT,23.29,72.02,0,0,True,UTTARPRADESH,27.8837,79.9122,0,0,False
117,382130,242001,0,21.0,10.1,15.5,657,3,6884,STD EXP-A,5 - 6 Day/s,325,18,325,50,658,325,6,GUJARAT,23.29,72.02,0,0,True,UTTARPRADESH,27.8837,79.9122,0,0,False
